
0:	learn: 54.2681490	test: 49.7051477	best: 49.7051477 (0)	total: 53.5ms	remaining: 17m 50s
8315:	learn: 11.3749303	test: 37.0842525	best: 37.0842525 (8315)	total: 14.4s	remaining: 20.2s
8316:	learn: 11.3744897	test: 37.0705295	best: 37.0705295 (8316)	total: 14.4s	remaining: 20.2s
8317:	learn: 11.3738700	test: 37.0671231	best: 37.0671231 (8317)	total: 14.4s	remaining: 20.2s
8318:	learn: 11.3730021	test: 37.0666963	best: 37.0666963 (8318)	total: 14.4s	remaining: 20.2s
8319:	learn: 11.3715891	test: 37.0657829	best: 37.0657829 (8319)	total: 14.4s	remaining: 20.2s
8320:	learn: 11.3712140	test: 37.0664140	best: 37.0657829 (8319)	total: 14.4s	remaining: 20.2s
8321:	learn: 11.3704355	test: 37.0635181	best: 37.0635181 (8321)	total: 14.4s	remaining: 20.2s
8322:	learn: 11.3695449	test: 37.0633947	best: 37.0633947 (8322)	total: 14.4s	remaining: 20.2s
8323:	learn: 11.3685854	test: 37.0635478	best: 37.0633947 (8322)	total: 14.4s	remaining: 20.2s
8324:	learn: 11.3677220	test: 37.0545107	best: 37.0545107 (8324)	total: 14.4s	remaining: 20.2s
8325:	learn: 11.3675290	test: 37.0547871	best: 37.0545107 (8324)	total: 14.4s	remaining: 20.2s
8326:	learn: 11.3673293	test: 37.0503424	best: 37.0503424 (8326)	total: 14.4s	remaining: 20.2s
8327:	learn: 11.3670353	test: 37.0492100	best: 37.0492100 (8327)	total: 14.4s	remaining: 20.2s
8328:	learn: 11.3657878	test: 37.0482555	best: 37.0482555 (8328)	total: 14.4s	remaining: 20.2s
8329:	learn: 11.3646034	test: 37.0524465	best: 37.0482555 (8328)	total: 14.4s	remaining: 20.2s
8330:	learn: 11.3644511	test: 37.0540702	best: 37.0482555 (8328)	total: 14.4s	remaining: 20.2s
8331:	learn: 11.3636809	test: 37.0546196	best: 37.0482555 (8328)	total: 14.4s	remaining: 20.2s
8332:	learn: 11.3630133	test: 37.0549087	best: 37.0482555 (8328)	total: 14.4s	remaining: 20.2s
8333:	learn: 11.3622229	test: 37.0549077	best: 37.0482555 (8328)	total: 14.4s	remaining: 20.2s
8334:	learn: 11.3620546	test: 37.0544780	best: 37.0482555 (8328)	total: 14.4s	remaining: 20.2s
8335:	learn: 11.3609333	test: 37.0513899	best: 37.0482555 (8328)	total: 14.4s	remaining: 20.2s
8336:	learn: 11.3597253	test: 37.0512789	best: 37.0482555 (8328)	total: 14.4s	remaining: 20.2s
8337:	learn: 11.3591734	test: 37.0512961	best: 37.0482555 (8328)	total: 14.4s	remaining: 20.2s
8338:	learn: 11.3585961	test: 37.0457648	best: 37.0457648 (8338)	total: 14.4s	remaining: 20.2s
8339:	learn: 11.3581465	test: 37.0456621	best: 37.0456621 (8339)	total: 14.4s	remaining: 20.2s
8340:	learn: 11.3573274	test: 37.0452479	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8341:	learn: 11.3563810	test: 37.0454513	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8342:	learn: 11.3559654	test: 37.0456940	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8343:	learn: 11.3553765	test: 37.0458704	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8344:	learn: 11.3546275	test: 37.0459585	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8345:	learn: 11.3528107	test: 37.0456377	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8346:	learn: 11.3525275	test: 37.0455937	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8347:	learn: 11.3519353	test: 37.0481259	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8348:	learn: 11.3512370	test: 37.0481932	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8349:	learn: 11.3508358	test: 37.0546140	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8350:	learn: 11.3495744	test: 37.0606093	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8351:	learn: 11.3493665	test: 37.0620774	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8352:	learn: 11.3486543	test: 37.0666141	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8353:	learn: 11.3482295	test: 37.0674981	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8354:	learn: 11.3474330	test: 37.0676743	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8355:	learn: 11.3472882	test: 37.0684496	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8356:	learn: 11.3466417	test: 37.0682438	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8357:	learn: 11.3465576	test: 37.0650407	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8358:	learn: 11.3461737	test: 37.0647828	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8359:	learn: 11.3450777	test: 37.0665971	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8360:	learn: 11.3446714	test: 37.0587053	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8361:	learn: 11.3437598	test: 37.0595318	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8362:	learn: 11.3433921	test: 37.0600787	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8363:	learn: 11.3431197	test: 37.0601554	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8364:	learn: 11.3425582	test: 37.0546827	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8365:	learn: 11.3417690	test: 37.0565390	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8366:	learn: 11.3407344	test: 37.0559511	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8367:	learn: 11.3400238	test: 37.0540984	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8368:	learn: 11.3391127	test: 37.0540510	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.2s
8369:	learn: 11.3377325	test: 37.0522227	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8370:	learn: 11.3363411	test: 37.0518879	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8371:	learn: 11.3353592	test: 37.0525922	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8372:	learn: 11.3347419	test: 37.0515827	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8373:	learn: 11.3342204	test: 37.0517643	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8374:	learn: 11.3337839	test: 37.0482713	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8375:	learn: 11.3330844	test: 37.0482502	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8376:	learn: 11.3318454	test: 37.0511186	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8377:	learn: 11.3309158	test: 37.0510540	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8378:	learn: 11.3304527	test: 37.0512593	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8379:	learn: 11.3301897	test: 37.0512244	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8380:	learn: 11.3284246	test: 37.0530353	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8381:	learn: 11.3279384	test: 37.0605131	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8382:	learn: 11.3274604	test: 37.0601848	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8383:	learn: 11.3269367	test: 37.0582376	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8384:	learn: 11.3265980	test: 37.0584926	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8385:	learn: 11.3258625	test: 37.0593884	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8386:	learn: 11.3250137	test: 37.0597154	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8387:	learn: 11.3239992	test: 37.0593795	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8388:	learn: 11.3238363	test: 37.0593014	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8389:	learn: 11.3221819	test: 37.0594716	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8390:	learn: 11.3214880	test: 37.0620387	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8391:	learn: 11.3211191	test: 37.0620760	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8392:	learn: 11.3207101	test: 37.0608247	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8393:	learn: 11.3206403	test: 37.0606724	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8394:	learn: 11.3202612	test: 37.0601092	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8395:	learn: 11.3197195	test: 37.0597642	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8396:	learn: 11.3195071	test: 37.0576984	best: 37.0452479 (8340)	total: 14.5s	remaining: 20.1s
8397:	learn: 11.3189341	test: 37.0571445	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8398:	learn: 11.3181867	test: 37.0612728	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8399:	learn: 11.3169074	test: 37.0614108	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8400:	learn: 11.3159547	test: 37.0540745	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8401:	learn: 11.3148359	test: 37.0542116	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8402:	learn: 11.3143576	test: 37.0539571	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8403:	learn: 11.3141960	test: 37.0532513	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8404:	learn: 11.3136171	test: 37.0530526	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8405:	learn: 11.3125759	test: 37.0543608	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8406:	learn: 11.3117619	test: 37.0530617	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8407:	learn: 11.3112071	test: 37.0607991	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8408:	learn: 11.3111205	test: 37.0597766	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8409:	learn: 11.3100710	test: 37.0596870	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8410:	learn: 11.3091894	test: 37.0582517	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8411:	learn: 11.3084342	test: 37.0579088	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8412:	learn: 11.3078756	test: 37.0579133	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8413:	learn: 11.3074371	test: 37.0581256	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8414:	learn: 11.3067598	test: 37.0612204	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8415:	learn: 11.3064844	test: 37.0608416	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8416:	learn: 11.3059524	test: 37.0649413	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8417:	learn: 11.3053002	test: 37.0638007	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8418:	learn: 11.3043943	test: 37.0636196	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8419:	learn: 11.3037987	test: 37.0630347	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8420:	learn: 11.3026166	test: 37.0630167	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8421:	learn: 11.3024557	test: 37.0490469	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8422:	learn: 11.3014341	test: 37.0576065	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8423:	learn: 11.3005041	test: 37.0569344	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8424:	learn: 11.2994357	test: 37.0548887	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8425:	learn: 11.2989078	test: 37.0549414	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8426:	learn: 11.2984842	test: 37.0560037	best: 37.0452479 (8340)	total: 14.6s	remaining: 20.1s
8427:	learn: 11.2976285	test: 37.0555788	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8428:	learn: 11.2974867	test: 37.0552710	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8429:	learn: 11.2971380	test: 37.0554772	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8430:	learn: 11.2964450	test: 37.0554726	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8431:	learn: 11.2955859	test: 37.0545135	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8432:	learn: 11.2954088	test: 37.0540285	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8433:	learn: 11.2940562	test: 37.0531127	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8434:	learn: 11.2932307	test: 37.0511260	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8435:	learn: 11.2926848	test: 37.0585257	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8436:	learn: 11.2922818	test: 37.0596822	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8437:	learn: 11.2919644	test: 37.0611773	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8438:	learn: 11.2905476	test: 37.0581920	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8439:	learn: 11.2897142	test: 37.0580931	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8440:	learn: 11.2894181	test: 37.0578624	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8441:	learn: 11.2885285	test: 37.0567481	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8442:	learn: 11.2879825	test: 37.0553679	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8443:	learn: 11.2868015	test: 37.0559344	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8444:	learn: 11.2856666	test: 37.0560224	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8445:	learn: 11.2848658	test: 37.0558704	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8446:	learn: 11.2844970	test: 37.0554568	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8447:	learn: 11.2835877	test: 37.0555438	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8448:	learn: 11.2833504	test: 37.0567206	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8449:	learn: 11.2822537	test: 37.0567041	best: 37.0452479 (8340)	total: 14.6s	remaining: 20s
8450:	learn: 11.2814736	test: 37.0437940	best: 37.0437940 (8450)	total: 14.6s	remaining: 20s
8451:	learn: 11.2810651	test: 37.0443723	best: 37.0437940 (8450)	total: 14.6s	remaining: 20s
8452:	learn: 11.2799144	test: 37.0433165	best: 37.0433165 (8452)	total: 14.6s	remaining: 20s
8453:	learn: 11.2791810	test: 37.0429707	best: 37.0429707 (8453)	total: 14.6s	remaining: 20s
8454:	learn: 11.2788339	test: 37.0429661	best: 37.0429661 (8454)	total: 14.6s	remaining: 20s
8455:	learn: 11.2786965	test: 37.0435298	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8456:	learn: 11.2776605	test: 37.0440012	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8457:	learn: 11.2766692	test: 37.0457145	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8458:	learn: 11.2752413	test: 37.0456836	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8459:	learn: 11.2750243	test: 37.0456581	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8460:	learn: 11.2745682	test: 37.0454344	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8461:	learn: 11.2733527	test: 37.0460697	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8462:	learn: 11.2724893	test: 37.0439722	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8463:	learn: 11.2713478	test: 37.0457592	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8464:	learn: 11.2701930	test: 37.0465644	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8465:	learn: 11.2693181	test: 37.0458624	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8466:	learn: 11.2690774	test: 37.0461669	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8467:	learn: 11.2686848	test: 37.0444192	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8468:	learn: 11.2686002	test: 37.0443819	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8469:	learn: 11.2677222	test: 37.0442998	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8470:	learn: 11.2667035	test: 37.0447372	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8471:	learn: 11.2662387	test: 37.0447681	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8472:	learn: 11.2659265	test: 37.0462385	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8473:	learn: 11.2650133	test: 37.0471673	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8474:	learn: 11.2644387	test: 37.0492635	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8475:	learn: 11.2637484	test: 37.0492548	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8476:	learn: 11.2627427	test: 37.0514958	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8477:	learn: 11.2621855	test: 37.0517364	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8478:	learn: 11.2606097	test: 37.0513678	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8479:	learn: 11.2597221	test: 37.0513988	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8480:	learn: 11.2582722	test: 37.0516171	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8481:	learn: 11.2572684	test: 37.0524446	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8482:	learn: 11.2560942	test: 37.0527852	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8483:	learn: 11.2553911	test: 37.0526909	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8484:	learn: 11.2542661	test: 37.0529043	best: 37.0429661 (8454)	total: 14.7s	remaining: 20s
8485:	learn: 11.2535840	test: 37.0520789	best: 37.0429661 (8454)	total: 14.7s	remaining: 19.9s
8486:	learn: 11.2527703	test: 37.0523175	best: 37.0429661 (8454)	total: 14.7s	remaining: 19.9s
8487:	learn: 11.2517300	test: 37.0531987	best: 37.0429661 (8454)	total: 14.7s	remaining: 19.9s
8488:	learn: 11.2512546	test: 37.0524578	best: 37.0429661 (8454)	total: 14.7s	remaining: 19.9s
8489:	learn: 11.2511171	test: 37.0503873	best: 37.0429661 (8454)	total: 14.7s	remaining: 19.9s
8490:	learn: 11.2509072	test: 37.0502942	best: 37.0429661 (8454)	total: 14.7s	remaining: 19.9s
8491:	learn: 11.2505080	test: 37.0503993	best: 37.0429661 (8454)	total: 14.7s	remaining: 19.9s
8492:	learn: 11.2502124	test: 37.0506627	best: 37.0429661 (8454)	total: 14.7s	remaining: 19.9s
8493:	learn: 11.2492068	test: 37.0501501	best: 37.0429661 (8454)	total: 14.7s	remaining: 19.9s
8494:	learn: 11.2486221	test: 37.0503987	best: 37.0429661 (8454)	total: 14.7s	remaining: 19.9s
8495:	learn: 11.2475100	test: 37.0461401	best: 37.0429661 (8454)	total: 14.7s	remaining: 19.9s
8496:	learn: 11.2471110	test: 37.0456078	best: 37.0429661 (8454)	total: 14.7s	remaining: 19.9s
8497:	learn: 11.2459295	test: 37.0455956	best: 37.0429661 (8454)	total: 14.7s	remaining: 19.9s
8498:	learn: 11.2451972	test: 37.0443587	best: 37.0429661 (8454)	total: 14.7s	remaining: 19.9s
8499:	learn: 11.2441681	test: 37.0436698	best: 37.0429661 (8454)	total: 14.7s	remaining: 19.9s
8500:	learn: 11.2426619	test: 37.0456307	best: 37.0429661 (8454)	total: 14.7s	remaining: 19.9s
8501:	learn: 11.2419309	test: 37.0458751	best: 37.0429661 (8454)	total: 14.7s	remaining: 19.9s
8502:	learn: 11.2410309	test: 37.0456190	best: 37.0429661 (8454)	total: 14.7s	remaining: 19.9s
8503:	learn: 11.2397903	test: 37.0462965	best: 37.0429661 (8454)	total: 14.7s	remaining: 19.9s
8504:	learn: 11.2394242	test: 37.0463249	best: 37.0429661 (8454)	total: 14.7s	remaining: 19.9s
8505:	learn: 11.2390905	test: 37.0335444	best: 37.0335444 (8505)	total: 14.7s	remaining: 19.9s
8506:	learn: 11.2385935	test: 37.0323156	best: 37.0323156 (8506)	total: 14.7s	remaining: 19.9s
8507:	learn: 11.2383936	test: 37.0335647	best: 37.0323156 (8506)	total: 14.7s	remaining: 19.9s
8508:	learn: 11.2381503	test: 37.0327967	best: 37.0323156 (8506)	total: 14.7s	remaining: 19.9s
8509:	learn: 11.2373261	test: 37.0331898	best: 37.0323156 (8506)	total: 14.7s	remaining: 19.9s
8510:	learn: 11.2365444	test: 37.0339356	best: 37.0323156 (8506)	total: 14.7s	remaining: 19.9s
8511:	learn: 11.2362029	test: 37.0339008	best: 37.0323156 (8506)	total: 14.7s	remaining: 19.9s
8512:	learn: 11.2351018	test: 37.0356964	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8513:	learn: 11.2346944	test: 37.0355937	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8514:	learn: 11.2341245	test: 37.0356003	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8515:	learn: 11.2330732	test: 37.0351722	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8516:	learn: 11.2322641	test: 37.0357043	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8517:	learn: 11.2316594	test: 37.0373975	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8518:	learn: 11.2311137	test: 37.0374011	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8519:	learn: 11.2308562	test: 37.0378027	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8520:	learn: 11.2302918	test: 37.0382756	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8521:	learn: 11.2286480	test: 37.0374885	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8522:	learn: 11.2283072	test: 37.0377472	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8523:	learn: 11.2280928	test: 37.0380426	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8524:	learn: 11.2276771	test: 37.0346063	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8525:	learn: 11.2272604	test: 37.0353370	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8526:	learn: 11.2260683	test: 37.0363935	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8527:	learn: 11.2249906	test: 37.0361744	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8528:	learn: 11.2247483	test: 37.0360552	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8529:	learn: 11.2235687	test: 37.0375638	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8530:	learn: 11.2232813	test: 37.0379157	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8531:	learn: 11.2221759	test: 37.0382777	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8532:	learn: 11.2208295	test: 37.0379538	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8533:	learn: 11.2204870	test: 37.0378560	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8534:	learn: 11.2199942	test: 37.0381046	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
8535:	learn: 11.2193124	test: 37.0410313	best: 37.0323156 (8506)	total: 14.8s	remaining: 19.9s
